ResponseId,MainBranch,EdLevel,Employment,YearsCode,DevType,RemoteWork,Country,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,PlatformHaveWorkedWith,ConvertedCompYearly
20388,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,"Developer, mobile",Remote,France,Groovy;Java;Kotlin;SQL,,,70769.0
20389,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,13.0,"Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",France,C#;HTML/CSS;JavaScript;Python;SQL;Visual Basic (.Net),Microsoft SQL Server;Oracle,Microsoft Azure,44666.0
20390,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7.0,"Developer, mobile",In-person,India,C++;JavaScript;Python;SQL;Swift,PostgreSQL,,46496.0
20392,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,44.0,"Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",United States of America,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;PHP;SQL,MariaDB;MySQL;SQLite,,107000.0
20393,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,14.0,"Developer, desktop or enterprise applications","Your choice (very flexible, you can come in when you want or just as needed)",Slovakia,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;PHP;Python,MariaDB,APT;Docker;Make;Ninja,52207.0
20394,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,28.0,"Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",Denmark,C#;HTML/CSS;JavaScript;Lua;PowerShell;SQL;TypeScript;VBA,Cosmos DB;Elasticsearch;Microsoft SQL Server;MongoDB;Neo4J;PostgreSQL;Redis,Cloudflare;Composer;Datadog;Docker;Kubernetes;Microsoft Azure;MSBuild;npm;NuGet;Prometheus;Terraform;Vite;Webpack,139968.0
20395,I am a developer by profession,"Associate degree (A.A., A.S., etc.)",Employed,30.0,"Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",France,C#;PHP;Visual Basic (.Net),Microsoft SQL Server;MySQL,NuGet,48726.0
20396,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",29.0,"Architect, software or solutions",,Germany,Bash/Shell (all shells);Dart;Elixir;Erlang;HTML/CSS;JavaScript;Kotlin;PHP;Rust;SQL;Swift;TypeScript,MySQL;PostgreSQL;SQLite,Amazon Web Services (AWS);APT;Cargo;Composer;Digital Ocean;Docker;Google Cloud;Gradle;Heroku;New Relic;npm;Vite;Webpack,139218.0
20398,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",7.0,"Developer, full-stack",,Portugal,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,Dynamodb;MongoDB;PostgreSQL;Redis,Amazon Web Services (AWS);Docker;Homebrew;npm;Pip;pnpm,54000.0
20400,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20.0,Data engineer,,United States of America,Python;SQL,Databricks SQL;Neo4J;Oracle,Amazon Web Services (AWS);Kubernetes;Microsoft Azure,190000.0
20401,I am a developer by profession,"Associate degree (A.A., A.S., etc.)",Employed,25.0,Product manager,"Hybrid (some remote, leans heavy to in-person)",United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript,MongoDB;MySQL,Amazon Web Services (AWS);Cloudflare;Datadog;Digital Ocean;Docker;npm,90000.0
20402,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,17.0,"Developer, full-stack",Remote,United States of America,Bash/Shell (all shells);C#;Go;Groovy;HTML/CSS;Java;JavaScript;MicroPython;PowerShell;Python;Rust;SQL;TypeScript,IBM DB2;Microsoft SQL Server;MongoDB;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Ansible;Cargo;Docker;Gradle;Homebrew;Kubernetes;Make;Maven (build tool);MSBuild;npm;NuGet;Pip;Podman;Poetry;Prometheus;Splunk;Vite;Webpack;Yarn,125000.0
20404,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,17.0,"Developer, full-stack",Remote,Poland,Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,MongoDB;PostgreSQL;Redis;Valkey,Amazon Web Services (AWS);Docker;Gradle;Kubernetes;Make;Maven (build tool);npm;Pip;Terraform,105416.0
20408,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3.0,"Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",Germany,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL;TypeScript,IBM DB2;Microsoft SQL Server;Oracle;PostgreSQL,Docker;Maven (build tool);npm;Vercel,63808.0
20409,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,32.0,"Developer, full-stack",Remote,United States of America,,Datomic;Dynamodb;Elasticsearch;Microsoft SQL Server;PostgreSQL;Redis,Amazon Web Services (AWS);Datadog;Docker;Kubernetes;npm;Pip;Splunk;Terraform;Vite;Webpack,180000.0
20412,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,19.0,"Developer, back-end","Your choice (very flexible, you can come in when you want or just as needed)",Poland,C#;PowerShell,Cosmos DB;Snowflake,Chocolatey;Docker;Kubernetes;Microsoft Azure;MSBuild;New Relic;npm;NuGet;Terraform,70954.0
20413,I work with developers or my work supports developers but am not a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12.0,Data or business analyst,In-person,Czech Republic,HTML/CSS;JavaScript;Python;Rust;TypeScript,,Docker;Kubernetes,46057.0
20417,I am a developer by profession,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,24.0,"Developer, back-end","Hybrid (some remote, leans heavy to in-person)",Denmark,C#;HTML/CSS;JavaScript;Kotlin;SQL;TypeScript,Microsoft SQL Server,Datadog;Docker;Maven (build tool);Microsoft Azure;MSBuild;npm;NuGet,76000.0
20424,I am a developer by profession,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",25.0,"Developer, back-end",,Russian Federation,,Elasticsearch;PostgreSQL;Redis,,45934.0
20426,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11.0,"Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",Germany,C#;Dart;JavaScript;PowerShell;SQL,Microsoft SQL Server;Oracle,,63808.0
20427,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,30.0,DevOps engineer or professional,Remote,United States of America,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Lua;TypeScript,Dynamodb;PostgreSQL;Clickhouse,Amazon Web Services (AWS);Docker;npm;NuGet;Podman;Terraform;Vite,180000.0
20428,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20.0,Engineering manager,"Hybrid (some in-person, leans heavy to flexibility)",Poland,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Python;Scala;TypeScript,BigQuery;Dynamodb;PostgreSQL,Amazon Web Services (AWS);Docker;Google Cloud;Gradle;Vite;Yarn,65496.0
20429,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15.0,Cybersecurity or InfoSec professional,"Hybrid (some in-person, leans heavy to flexibility)",Germany,C;C++;HTML/CSS;Python;Rust,Dynamodb;PostgreSQL,Amazon Web Services (AWS);Ansible;APT;Cargo;Docker;Ninja;Pip;Podman;Splunk,96292.0
20430,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Not employed,9.0,"Developer, back-end",,India,C#;Python;SQL,Microsoft SQL Server,Microsoft Azure,33849.0
20431,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20.0,AI/ML engineer,"Your choice (very flexible, you can come in when you want or just as needed)",United Kingdom of Great Britain and Northern Ireland,,,,272283.0
20432,I am a developer by profession,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,7.0,"Developer, front-end",Remote,Germany,JavaScript;Python;SQL;Swift;TypeScript,Cloud Firestore;Dynamodb;PostgreSQL,Amazon Web Services (AWS);Bun;Firebase;Google Cloud;Homebrew;npm;Vite;Yarn,13922.0
20435,I am a developer by profession,Some college/university study without earning a degree,Employed,8.0,"Developer, full-stack",In-person,Germany,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Rust;SQL,MariaDB,Cargo;Docker,34804.0
20438,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,18.0,"Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",Denmark,C#;HTML/CSS;PHP;PowerShell;TypeScript,Elasticsearch;MongoDB;MySQL;Redis,Docker;npm;NuGet;Vite,65319.0
20443,I am a developer by profession,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,27.0,"Developer, embedded applications or devices","Hybrid (some in-person, leans heavy to flexibility)",United Kingdom of Great Britain and Northern Ireland,Assembly;Bash/Shell (all shells);C;C#;C++;PowerShell;Python,,Amazon Web Services (AWS);Docker;Ninja,106190.0
20446,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,18.0,"Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,Microsoft SQL Server;Redis,Amazon Web Services (AWS);Cloudflare;Docker;Google Cloud;Microsoft Azure;MSBuild;npm;NuGet;Vite;Webpack;Yarn,102106.0
20448,I am a developer by profession,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",20.0,"Developer, back-end",,Italy,Assembly;Bash/Shell (all shells);C;C#;C++;Go;Java;JavaScript;PHP;Python;SQL;TypeScript;VBA;Visual Basic (.Net),Cassandra;MongoDB;MySQL;Neo4J;PostgreSQL;Redis;SQLite,Cloudflare;Datadog;Docker;Google Cloud;Heroku;Homebrew;Kubernetes;Netlify;npm;Pip;pnpm;Vite;Webpack;Yarn,58007.0
20449,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,23.0,"Developer, desktop or enterprise applications","Hybrid (some remote, leans heavy to in-person)",Denmark,Assembly;C++;HTML/CSS;JavaScript;Rust;SQL;TypeScript,Microsoft SQL Server;SQLite,Cargo;Docker;Gradle;Ninja;npm,101088.0
20450,I am a developer by profession,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,40.0,Applied scientist,"Your choice (very flexible, you can come in when you want or just as needed)",Switzerland,Bash/Shell (all shells);C;Go;Java;Rust,,,154991.0
20456,"I used to be a developer by profession, but no longer am","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,25.0,Engineering manager,Remote,United States of America,C#;Go;Java;JavaScript;Perl;PowerShell;Python;SQL;TypeScript,BigQuery;Cosmos DB;Databricks SQL;Microsoft SQL Server;Snowflake,Amazon Web Services (AWS);Datadog;Google Cloud;Microsoft Azure,203000.0
20458,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,25.0,"Developer, full-stack",Remote,Austria,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python;SQL;TypeScript,Cloud Firestore;MySQL;PostgreSQL,Docker;Firebase;Google Cloud;Homebrew;npm;Poetry;Vite;Yarn,58007.0
20460,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,49.0,DevOps engineer or professional,Remote,United States of America,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Lisp;Perl;Python;SQL,PostgreSQL;SQLite,,180000.0
20463,I code primarily as a hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,Other (please specify):,In-person,United States of America,HTML/CSS;JavaScript;Python;SQL;TypeScript,Microsoft SQL Server;MongoDB;PostgreSQL,,101000.0
20464,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",18.0,"Developer, full-stack",,France,HTML/CSS;PHP;SQL;TypeScript,PostgreSQL;Redis;SQLite,Composer;Gradle;npm;Vite,58007.0
20469,I am a developer by profession,Some college/university study without earning a degree,Employed,39.0,"Developer, back-end","Hybrid (some in-person, leans heavy to flexibility)",Germany,Assembly;Bash/Shell (all shells);C;C++;Go;JavaScript;Lua;Perl;Python;Ruby;Rust;SQL;Zig,PostgreSQL;SQLite;Valkey,Cargo;Kubernetes;Make;Podman;Prometheus;Terraform,139218.0
20470,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,30.0,"Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",Belgium,Bash/Shell (all shells);Groovy;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Elasticsearch;MariaDB;PostgreSQL,Amazon Web Services (AWS);APT;Composer;Digital Ocean;Docker;Firebase;Kubernetes;Make;Maven (build tool);Pip;pnpm;Poetry;Prometheus;Vite;Webpack;Yarn,69609.0
20471,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,8.0,"Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",Rwanda,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,PostgreSQL;Redis,Docker;Google Cloud;Homebrew;npm;Pip;Poetry;Vite;Yarn,27718.0
20474,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20.0,"Developer, desktop or enterprise applications","Hybrid (some in-person, leans heavy to flexibility)",Czech Republic,,,,56167.0
20477,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20.0,"Developer, embedded applications or devices","Your choice (very flexible, you can come in when you want or just as needed)",Finland,Ada;C;C++;Python,,,58007.0
20480,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,45.0,"Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",Norway,C#;C++;Delphi;F#;HTML/CSS;Java;JavaScript;PowerShell;Rust;SQL;TypeScript,Microsoft SQL Server;PostgreSQL;SQLite,Chocolatey;Docker;Firebase;Microsoft Azure;MSBuild;NuGet,138358.0
20482,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20.0,"Developer, back-end",Remote,Germany,Bash/Shell (all shells);Rust;Scala;SQL,Cassandra;Neo4J;PostgreSQL;SQLite,Amazon Web Services (AWS);Cargo;Docker;Kubernetes;Make;Pip;Podman;Poetry;Prometheus,81210.0
20484,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11.0,"Developer, full-stack",Remote,United States of America,HTML/CSS;JavaScript;TypeScript,PostgreSQL,Amazon Web Services (AWS);Docker;npm;Vite,98000.0
20485,I am a developer by profession,Some college/university study without earning a degree,Employed,7.0,"Developer, back-end","Your choice (very flexible, you can come in when you want or just as needed)",Poland,C++;HTML/CSS;JavaScript;Ruby,PostgreSQL;Redis;Valkey,,34112.0
20486,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,26.0,"Developer, mobile",Remote,United States of America,Java;Kotlin;Python,,,440000.0
20491,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,25.0,"Developer, desktop or enterprise applications","Hybrid (some remote, leans heavy to in-person)",France,,,,63808.0
20492,I am a developer by profession,Some college/university study without earning a degree,Employed,12.0,"Architect, software or solutions",In-person,South Africa,C#;HTML/CSS;JavaScript;PowerShell;SQL;Visual Basic (.Net),Cosmos DB;Microsoft SQL Server,Chocolatey;Docker;Microsoft Azure;MSBuild;npm;NuGet,37210.0
20495,I am a developer by profession,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,15.0,"Architect, software or solutions","Hybrid (some in-person, leans heavy to flexibility)",Israel,Assembly;Bash/Shell (all shells);C#;C++;Go;HTML/CSS;JavaScript;Lua;Python;Rust;SQL;TypeScript,BigQuery;Elasticsearch;MongoDB;PostgreSQL;Redis;Snowflake;Amazon Redshift,Amazon Web Services (AWS);Cargo;Docker;Google Cloud;Homebrew;Kubernetes;Make;npm;Pacman;Pip;Poetry;Prometheus;Webpack;Yarn,150013.0
20496,I am a developer by profession,Some college/university study without earning a degree,Employed,13.0,"Founder, technology or otherwise",In-person,Italy,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL;Swift;TypeScript,BigQuery;Cloud Firestore;Elasticsearch;Firebase Realtime Database;PostgreSQL;Redis;SQLite;Supabase,Cloudflare;Composer;Docker;Firebase;Google Cloud;Gradle;Homebrew;Kubernetes;Make;Maven (build tool);npm;Pacman;Pip;Podman;Supabase;Terraform;Vercel;Webpack;Yarn,32484.0
20498,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20.0,"Developer, desktop or enterprise applications","Your choice (very flexible, you can come in when you want or just as needed)",France,Groovy;Java,,,63808.0
20499,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,40.0,Other (please specify):,"Hybrid (some remote, leans heavy to in-person)",United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL,MariaDB;MongoDB,APT;Docker;Maven (build tool);npm,20421.0
20500,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,"Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",Sweden,C;F#;Go;HTML/CSS;JavaScript;Lisp;Python;Rust;SQL;TypeScript,PostgreSQL;Redis;SQLite;Clickhouse,Bun;Cargo;Cloudflare;Docker;Google Cloud;Homebrew;Kubernetes;npm;pnpm;Podman;Supabase;Vercel;Vite;Webpack;Yarn,69609.0
20501,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20.0,"Developer, embedded applications or devices","Hybrid (some in-person, leans heavy to flexibility)",Italy,Bash/Shell (all shells);C;C++;Groovy;Perl;Python;TypeScript,,Amazon Web Services (AWS);Cargo;Chocolatey;Docker;Google Cloud;Ninja;npm,52207.0
20502,I am a developer by profession,Some college/university study without earning a degree,Employed,41.0,Engineering manager,"Hybrid (some remote, leans heavy to in-person)",United States of America,C#;HTML/CSS;JavaScript;Python;SQL,Databricks SQL;Dynamodb;Elasticsearch;Microsoft SQL Server;MongoDB,Amazon Web Services (AWS);Homebrew;Microsoft Azure;npm;NuGet;Pip;Terraform,200000.0
20503,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,35.0,"Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",United Kingdom of Great Britain and Northern Ireland,C#;JavaScript;Kotlin;PowerShell;SQL;TypeScript,Microsoft SQL Server;SQLite,Microsoft Azure;MSBuild;npm;NuGet,87131.0
20506,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,24.0,"Developer, back-end",In-person,Netherlands,PHP;Rust;SQL;TypeScript,MariaDB;PostgreSQL;SQLite,Cargo;Composer;Docker;npm,104413.0
20507,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20.0,"Developer, full-stack",Remote,United States of America,Bash/Shell (all shells);Java;JavaScript;Lisp;Lua;PHP;SQL;TypeScript,MySQL;PostgreSQL;Redis;Snowflake;SQLite,Amazon Web Services (AWS);Composer;Datadog;Docker;Homebrew;Make;Maven (build tool);npm;Pip;pnpm;Terraform;Webpack;Yarn,192000.0
20511,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,28.0,"Developer, full-stack",Remote,United Kingdom of Great Britain and Northern Ireland,,PostgreSQL;Redis;Amazon Redshift,Amazon Web Services (AWS);Datadog;Docker;Homebrew,134780.0
20513,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12.0,System administrator,"Hybrid (some remote, leans heavy to in-person)",United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);Go;HTML/CSS;Python;SQL,MariaDB,Amazon Web Services (AWS);Cloudflare;Docker;Pip;Podman;Poetry;Terraform,340354.0
20514,I am a developer by profession,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,6.0,"Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",Italy,,,,23203.0
20515,I am a developer by profession,Some college/university study without earning a degree,Employed,9.0,"Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",Germany,C#;Dart;Go;Python;Rust;Swift,,,92812.0
20516,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",17.0,"Senior executive (C-suite, VP, etc.)",Remote,Nomadic,Bash/Shell (all shells);HTML/CSS;JavaScript;Python,MongoDB,Ansible;Homebrew;npm;Pip;Poetry,75410.0
20518,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,8.0,"Developer, back-end",Remote,United States of America,Java;Lisp;Python;Scala,PostgreSQL;Snowflake,Amazon Web Services (AWS);Docker;Homebrew;Maven (build tool);Pip,126000.0
20524,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,"Developer, embedded applications or devices","Hybrid (some remote, leans heavy to in-person)",Germany,Assembly;C;C++;HTML/CSS;Python;Rust,SQLite,Ansible;APT;Cargo;Docker;Pacman;Pip;Poetry,55687.0
20525,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,14.0,"Architect, software or solutions",Remote,Romania,C#;HTML/CSS;JavaScript;SQL;TypeScript,Cosmos DB;Microsoft SQL Server;PostgreSQL,Amazon Web Services (AWS);Docker;Microsoft Azure;MSBuild;npm;NuGet;Vite,55139.0
20527,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,16.0,"Developer, game or graphics","Hybrid (some remote, leans heavy to in-person)",United Kingdom of Great Britain and Northern Ireland,Assembly;Bash/Shell (all shells);C;C#;C++;Elixir;Erlang;HTML/CSS;Java;JavaScript;Kotlin;Lua;PHP;SQL;TypeScript,MongoDB;MySQL;PostgreSQL,Ansible;Docker;Make;MSBuild;npm;NuGet;Pip;Podman;Terraform,44927.0
20529,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,23.0,"Developer, mobile",Remote,Germany,C#,MongoDB,Homebrew;Microsoft Azure;NuGet,56847.0
20530,I am a developer by profession,"Associate degree (A.A., A.S., etc.)",Employed,16.0,"Developer, full-stack",In-person,Japan,C#;C++;HTML/CSS;Java;TypeScript,Cosmos DB;Elasticsearch;Microsoft SQL Server;Snowflake,APT;Docker;Gradle;Microsoft Azure;NuGet;Prometheus,34544.0
20533,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",35.0,"Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",France,Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Lisp;Lua;MATLAB;Perl;PHP;Python;Ruby;SQL;Swift;TypeScript;VBA,Cloud Firestore;Firebase Realtime Database;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,Amazon Web Services (AWS);Docker;Firebase;Google Cloud;Gradle;Heroku;Homebrew;Make;Netlify;npm;Vite;Webpack;Yarn,92812.0
20534,I am a developer by profession,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,16.0,Academic researcher,"Hybrid (some remote, leans heavy to in-person)",Germany,Bash/Shell (all shells);C;C++;PowerShell;Python,,Ansible;Make,81210.0
20537,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,18.0,"Developer, back-end",Remote,Russian Federation,Bash/Shell (all shells);C;C++;Rust;Scala;SQL,Elasticsearch;PostgreSQL;Redis;Clickhouse,,79108.0
20538,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,Engineering manager,In-person,India,HTML/CSS;Java;JavaScript;SQL,H2;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis,Amazon Web Services (AWS);Datadog;Docker;Gradle;Maven (build tool);npm,37197.0
20540,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,"Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",United States of America,HTML/CSS;Java;JavaScript;Kotlin;Lisp;TypeScript,Datomic;Dynamodb;IBM DB2;MongoDB,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Docker;Maven (build tool),150000.0
20541,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,9.0,"Developer, full-stack",Remote,Ukraine,JavaScript;Ruby;SQL,MySQL;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Datadog;Docker;Homebrew,47932.0
20542,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,25.0,"Developer, full-stack",Remote,United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;JavaScript;SQL;TypeScript;Visual Basic (.Net),Microsoft SQL Server;SQLite,Chocolatey;Docker;Microsoft Azure;MSBuild;npm;NuGet,81685.0
20543,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,9.0,"Architect, software or solutions",Remote,Italy,Bash/Shell (all shells);C#;PowerShell;Python;SQL,Elasticsearch;MongoDB;MySQL;SQLite,APT;Docker;Kubernetes,49074.0
20545,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,9.0,Applied scientist,"Your choice (very flexible, you can come in when you want or just as needed)",Netherlands,Java;Python,,Google Cloud,63158.0
20547,I am a developer by profession,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",23.0,"Developer, desktop or enterprise applications",,Brazil,C;C#;SQL;VBA,Microsoft Access;Microsoft SQL Server;MySQL;SQLite,Microsoft Azure;NuGet,26213.0
20548,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,DevOps engineer or professional,In-person,Nigeria,,,,8258.0
20550,I code primarily as a hobby,"Associate degree (A.A., A.S., etc.)",Employed,1.0,Other (please specify):,In-person,Poland,,,,38206.0
20553,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3.0,"Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",India,C;C++;HTML/CSS;Java;JavaScript;PHP;SQL,MySQL,Amazon Web Services (AWS);Composer;Heroku;npm,6974.0
20554,I am a developer by profession,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,11.0,Academic researcher,In-person,Spain,Bash/Shell (all shells);C#;GDScript;Lisp;Python;Rust,,APT;Cargo;Pip,27844.0
20558,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,"Developer, mobile",In-person,"Iran, Islamic Republic of...",Bash/Shell (all shells);Groovy;Java;Kotlin,,Firebase;Gradle,23739.0
